Known As,Full Name,Overall,Nationality,Age,Club Name,Wage(in Euro)
'Celton Biai','Celton Ansumane Biai',62,'Portugal',21.0,'Vitória de Guimarães',950.0
'M. Picouleau','Mathis Picouleau',62,'France',22.0,'Valenciennes FC',1000.0
'D. Jean','Dany Jean',62,'Haiti',19.0,'RC Strasbourg Alsace',3000.0
'I. Popescu','Iustin Popescu',62,'Romania',28.0,'CS Mioveni',950.0
'N. Tjoe-A-On','Nathan Tjoe-A-On',62,'Netherlands',20.0,'Excelsior',1000.0
'J. Romero','Julián Romero',62,'Argentina',18.0,'Club Atlético Independiente',1000.0
'P. Kalambayi','Paul Kalambayi',62,'England',22.0,'AFC Wimbledon',2000.0
'Iker Piedra','Iker Piedra Blanco',62,'Spain',20.0,'Girona FC',2000.0
'J. Braut-Brunes','Jonatan Braut-Brunes',62,'Norway',21.0,'Strømsgodset IF',850.0
'M. Karamarko','Marin Karamarko',62,'Croatia',24.0,'TSV Egger Glas Hartberg',1000.0
'Salinas','José Salinas Morán',62,'Spain',21.0,'CD Mirandés',2000.0
'C. Widell','Casper Widell',62,'Sweden',19.0,'Helsingborgs IF',500.0
'M. Luciano','Martin Luciano',62,'Argentina',18.0,'Newell''s Old Boys',750.0
'Guilherme Soares','Guilherme Araújo Soares',62,'Portugal',21.0,'SC Braga',2000.0
'S. Ramos Mingo','Santiago Ramos Mingo',62,'Argentina',20.0,'Oud-Heverlee Leuven',2000.0
'Alcedo','Juan María Alcedo Serrano',62,'Spain',21.0,'Albacete BP',1000.0
'K. Onsrud','Kristian Onsrud',62,'Norway',27.0,'Hamarkameratene',950.0
'Iago Domínguez','Iago Domínguez Rodríguez',62,'Spain',20.0,'CD Mirandés',850.0
'C. Díaz','Carlos Díaz',62,'Venezuela',21.0,'Metropolitanos de Caracas FC',500.0
'A. Bencze','Antal Bencze',62,'Hungary',20.0,'Vitória de Guimarães',950.0
'E. Polverino','Emanuele Polverino',62,'Italy',25.0,'Bari',700.0
'J. Mitchell','Jonathan Mitchell',62,'England',27.0,'Doncaster Rovers',3000.0
'F. Pemi Moumbagna','Faris Pemi Moumbagna',62,'Cameroon',22.0,'Kristiansund BK',900.0
'R. Crichlow','Romoney Crichlow',62,'England',23.0,'Bradford City',3000.0
'A. Dadakdeniz','Ataberk Dadakdeniz',62,'Turkey',22.0,'Antalyaspor',3000.0
'Ç. Kurukalip','Çagtay Kurukalip',62,'Turkey',20.0,'Fenerbahçe SK',7000.0
'J. McAtee','James McAtee',62,'England',19.0,'Sheffield United',10000.0
'E. Ongaro','Easton Ongaro',62,'Canada',24.0,'Vancouver Whitecaps FC',2000.0
'N. Prelec','Nik Prelec',62,'Slovenia',21.0,'WSG Tirol',2000.0
'V. Melgar','Victor Melgar',62,'Bolivia',34.0,'Independiente Petrolero',500.0
'M. Wichmann','Mathias Wichmann',62,'Denmark',30.0,'FK Jerv',950.0
'A. Al Owayshir','Abdullah Al Owayshir',62,'Saudi Arabia',31.0,'Ettifaq FC',4000.0
'J. Eppiah','Josh Eppiah',62,'Belgium',23.0,'Northampton Town',12000.0
'J. Tomkinson','Jonathan Tomkinson',62,'United States',20.0,'Norwich City',5000.0
'L. Everink','Luca Everink',62,'Netherlands',21.0,'FC Twente',2000.0
'R. Romeo','Roberto Romeo',62,'Italy',32.0,'Universitatea Cluj',1000.0
'Chanza','Jorge Chanza Zapata',62,'Spain',24.0,'UD Ibiza',950.0
'O. Hedvall','Oscar Hedvall',62,'Denmark',23.0,'Silkeborg IF',1000.0
'A. Akurugu','Amankwaa Akurugu',62,'Ghana',20.0,'Getafe CF',3000.0
'J. Falkingham','Josh Falkingham',62,'England',31.0,'Harrogate Town',2000.0
'N. Wood','Nathan Wood',62,'England',20.0,'Swansea City',3000.0
'A. Aguilar','Alex Aguilar',62,'Paraguay',21.0,'Club Nacional',500.0
'M. Sarr','Mouhamadou Sarr',62,'Senegal',25.0,'US Cremonese',2000.0
'Javi Guerra','Javier Guerra Moreno',62,'Spain',19.0,'Valencia CF',3000.0
'R. Rodríguez','Rodolfo Rodríguez',62,'Paraguay',35.0,'Club Nacional',500.0
'Paulo Eduardo','Paulo Eduardo Ferreira Godinho',62,'Brazil',20.0,'Santa Clara',900.0
'Álex Revuelta','Alejandro Revuelta Montero',62,'Spain',22.0,'Getafe CF',4000.0
'R. Lavia','Romeo Lavia',62,'Belgium',18.0,'Southampton',2000.0
'D. Pejcinovic','Denan Pejcinovic',62,'Germany',17.0,'VfL Wolfsburg',2000.0
'M. Southam-Hales','Macauley Southam-Hales',62,'Wales',26.0,'Stockport County',3000.0
'Zou Dehai','Dehai Zou',62,'China PR',29.0,'Beijing Guoan FC',3000.0
'P. Sequeira','Patrick Gilmar Sequeira',62,'Costa Rica',23.0,'CD Lugo',1000.0
'T. Abdullah','Tareq Abdullah',62,'Saudi Arabia',26.0,'Al Taawoun',4000.0
'M. Bastian','Maxime Bastian',62,'France',21.0,'FC Annecy',3000.0
'M. Aruga','Martín Aruga',62,'Argentina',23.0,'Patronato',2000.0
'N. Kosovic','Neboja Kosovic',62,'Montenegro',27.0,'Meizhou Hakka',2000.0
'L. Sørensen','Lasse Sørensen',62,'Denmark',22.0,'Lincoln City',2000.0
'Baltazar','Baltazar Oliveira',62,'Brazil',22.0,'FC Sion',4000.0
'D. ?erbanica','Daniel ?erbanica',62,'Romania',26.0,'CS Mioveni',1000.0
'Martim Tavares','Martim Miguel Carneiro Tavares',62,'Portugal',18.0,'Boavista FC',1000.0
'T. Krapikas','Titas Krapikas',62,'Lithuania',23.0,'Ternana',650.0
'C. Egbuchulam','Chisom Egbuchulam',62,'Nigeria',30.0,'Meizhou Hakka',2000.0
'S. Osigwe','Sebastian Osigwe',62,'Nigeria',28.0,'FC Lugano',2000.0
'M. Sponsel','Meiko Sponsel',62,'Germany',20.0,'Rot-Weiß Essen',3000.0
'O. Ocheretko','Oleg Ocheretko',62,'Ukraine',19.0,'Shakhtar Donetsk',500.0
'D. Lippert','Dennis Lippert',62,'Germany',26.0,'SpVgg Bayreuth',550.0
'I. Espinoza','Italo Espinoza',62,'Peru',26.0,'Ayacucho',500.0
'S. Hong','Seok-ju Hong',62,'Korea Republic',19.0,'Viktoria Köln',900.0
'B. Oviedo','Bryan Oviedo',62,'Costa Rica',32.0,'Real Salt Lake',1000.0
'D. James','Dean James',62,'Netherlands',22.0,'FC Volendam',1000.0
'M. Pedersen','Mikkel Pedersen',62,'Denmark',26.0,'Randers FC',3000.0
'J. Moe','Jeppe Arctander Moe',62,'Norway',26.0,'Aalesunds FK',850.0
'D. Simeu','Dynel Simeu',62,'England',20.0,'Tranmere Rovers',6000.0
'Marc Carbó','Marc Carbó Bellapart',62,'Spain',28.0,'CD Lugo',2000.0
'Ibra Pérez','Ibraima José Barry Pérez',62,'Spain',20.0,'CD Tenerife',1000.0
'C. Riedel','Clemens Riedel',62,'Germany',18.0,'SV Darmstadt 98',950.0
'M. Esponda','Marcelo Esponda',62,'Argentina',19.0,'Newell''s Old Boys',1000.0
'T. Kastanaras','Thomas Kastanaras',62,'Germany',19.0,'VfB Stuttgart',3000.0
'C. Björk','Carl Björk',62,'Sweden',22.0,'Brøndby IF',3000.0
'L. Watkowiak','Lukas Watkowiak',62,'Germany',26.0,'FC St. Gallen 1879',2000.0
'D. Bernard','Dominic Bernard',62,'Republic of Ireland',25.0,'Forest Green Rovers',2000.0
'A. Gabrielloni','Alessandro Gabrielloni',62,'Italy',27.0,'Como',850.0
'Ó. Segura','Óscar Segura',62,'Colombia',19.0,'Deportivo Cali',500.0
'Dêniro Prestes','Dêniro Rubens Prestes Cadete',62,'Brazil',22.0,'Ceará Sporting Club',2000.0
'K. Dennis','Kristian Dennis',62,'England',32.0,'Carlisle United',3000.0
'B. Balogh','Botond Balogh',62,'Hungary',20.0,'Parma',700.0
'Tovar','Jaume Tovar Seguí',62,'Spain',23.0,'RCD Mallorca',5000.0
'F. Balaj','Filip Balaj',62,'Slovakia',24.0,'Cracovia',2000.0
'M. Wegner','Max Wegner',62,'Germany',33.0,'VfB Oldenburg',550.0
'V. Vermeulen','Valentino Vermeulen',62,'Netherlands',20.0,'Borussia Dortmund II',750.0
'Shao Puliang','Puliang Shao',62,'China PR',32.0,'Shijiazhuang Ever Bright F.C.',1000.0
'F. Alves','Frederik Alves',62,'Denmark',22.0,'Brøndby IF',2000.0
'R. Ispas','Rare? Ispas',62,'Romania',21.0,'Sepsi OSK Sf. Gheorghe',2000.0
'Almerge','Javier Almerge Viñuales',61,'Spain',21.0,'SD Huesca',1000.0
'Pedro Teixeira','João Pedro Teixeira Silva',61,'Portugal',20.0,'Clube Sport Marítimo',900.0
'S. MacDonald','Shaun MacDonald',61,'England',25.0,'Cheltenham Town',1000.0
'H. Akman','Hamza Yigit Akman',61,'Turkey',17.0,'Galatasaray SK',1000.0
'D. Happe','Dan Happe',61,'England',23.0,'Leyton Orient',2000.0
'I. Quispe','Ismael Quispe',61,'Peru',22.0,'Sport Boys',500.0
'P. Nwadike','Patrick Nwadike',61,'Sweden',23.0,'IK Sirius',750.0
'C. Calzadilla','Carlos Calzadilla',61,'Venezuela',20.0,'Deportivo Táchira FC',500.0
'Dali','Dalisson de Almeida Leite',61,'Spain',22.0,'Racing Santander',2000.0
'J. Quintero','Jesús Quintero',61,'Venezuela',21.0,'Deportivo Táchira FC',500.0
'A. Boyle','Andy Boyle',61,'Republic of Ireland',31.0,'Dundalk FC',700.0
'Kike Ríos','Enrique Ríos Vega',61,'Spain',22.0,'Real Valladolid CF',3000.0
'Lin Longchang','Longchang Lin',61,'China PR',32.0,'Dalian Professional Football Club',2000.0
'S. Almadjed','Sumar Almadjed',61,'Sweden',26.0,'Helsingborgs IF',750.0
'M. Franzke','Maximilian Franzke',61,'Germany',23.0,'1. FC Magdeburg',2000.0
'I. Konovalov','Ivan Konovalov',61,'Russia',27.0,'Livingston FC',1000.0
'F. Schock','Florian Schock',61,'Germany',21.0,'VfB Stuttgart',2000.0
'R. Bennett','Richie Bennett',61,'England',31.0,'Barrow',2000.0
'A. Muhsin','Amar Muhsin',61,'Sweden',24.0,'Helsingborgs IF',750.0
'B. Sambou','Bassala Sambou',61,'Germany',24.0,'Crewe Alexandra',2000.0
'J. Maddox','Jacob Maddox',61,'England',23.0,'Walsall',3000.0
'F. Rossi','Francesco Rossi',61,'Italy',31.0,'Atalanta',5000.0
'F. Szymczak','Filip Szymczak',61,'Poland',20.0,'Lech Poznan',2000.0
'R. Smajic','Rijad Smajic',61,'Bosnia and Herzegovina',18.0,'1. FC Köln',1000.0
'M. Kosidis','Michalis Kosidis',61,'Greece',20.0,'AEK Athens',500.0
'S. Sabetkar','Sean Sabetkar',61,'Sweden',27.0,'Degerfors IF',700.0
'L. Ovando','Lautaro Ovando',61,'Argentina',19.0,'Argentinos Juniors',2000.0
'E. Edwards Jr.','Earl Edwards Jr.',61,'United States',30.0,'New England Revolution',1000.0
'Pacheco','Antonio Pacheco Ruiz',61,'Spain',20.0,'Villarreal Club de Fútbol B',1000.0
'A. Al Jadaani','Abdullah Al Jadaani',61,'Saudi Arabia',30.0,'Al Ittihad',5000.0
'Kikín','José Antonio Ángel García',61,'Spain',19.0,'Cádiz CF',2000.0
'B. Sass-Davies','Billy Sass-Davies',61,'Wales',22.0,'Crewe Alexandra',2000.0
'A. Mabika','Aimé Mabika',61,'Zambia',23.0,'Inter Miami CF',1000.0
'L. Coyle','Liam Coyle',61,'England',22.0,'Accrington Stanley',900.0
'E. Depussay','Emeric Depussay',61,'France',20.0,'FC Girondins de Bordeaux',1000.0
'Matis Carvalho','Matis Carvalho',61,'Portugal',23.0,'Montpellier Hérault SC',2000.0
'A. Bukhari','Ameen Bukhari',61,'Saudi Arabia',25.0,'Al Nassr',4000.0
'E. Murray','Euan Murray',61,'Scotland',28.0,'Hartlepool United',2000.0
'Joan González','Joan González Cañellas',61,'Spain',20.0,'Lecce',2000.0
'E. Franco','Enzo Javier Franco',61,'Argentina',18.0,'Club Atlético Independiente',650.0
'Li Peng','Peng Li',61,'China PR',31.0,'Wuhan FC',2000.0
'Pol Bassa','Pol Bassa Mora',61,'Spain',19.0,'Burgos CF',700.0
'G. Carvajal','Gustavo Carvajal',61,'Colombia',22.0,'América de Cali',500.0
'J. Schelfhout','Jordy Schelfhout',61,'Belgium',21.0,'KV Oostende',1000.0
'T. Ricketts','Tosaint Ricketts',61,'Canada',34.0,'Vancouver Whitecaps FC',2000.0
'G. Tanco','Gregorio Tanco',61,'Argentina',22.0,'Club Atlético Banfield',2000.0
'D. Klann','Dominik Klann',61,'Germany',23.0,'Sportclub Verl',500.0
'S. Atakayi','Serge Atakayi',61,'Finland',23.0,'St. Patrick''s Athletic',650.0
'A. Angulo','Anderson Angulo',61,'Colombia',26.0,'Club Deportes Tolima',750.0
'V. Veliu','Valmir Veliu',61,'Kosovo',22.0,'Gazisehir Gaziantep F.K.',3000.0
'S. Moya','Santiago Moya',61,'Argentina',19.0,'Club Atlético Huracán',1000.0
'Yang Ting','Ting Yang',61,'China PR',29.0,'Chengdu Rongcheng F.C.',2000.0
'J. Day','Joe Day',61,'England',31.0,'Newport County',2000.0
'K. Dabrowski','Kevin Dabrowski',61,'Poland',24.0,'Hibernian',1000.0
'A. Paluszek','Aleksander Paluszek',61,'Poland',21.0,'Górnik Zabrze',1000.0
'H. Ali','Hussein Ali',61,'Sweden',20.0,'SC Heerenveen',1000.0
'Biel Farrés','Biel Farrés del Castillo',61,'Spain',20.0,'Girona FC',3000.0
'T. Heward-Belle','Thomas Heward-Belle',61,'Australia',25.0,'Sydney FC',1000.0
'Kim Won Gun','Won Gun Kim',61,'Korea Republic',30.0,'Gangwon FC',1000.0
'N. Konstandopoulos','Nathan Konstandopoulos',61,'Australia',26.0,'Melbourne Victory',2000.0
'L. Harris','Luke Harris',61,'Wales',17.0,'Fulham',1000.0
'H. Kite','Harry Kite',61,'England',22.0,'Exeter City',2000.0
'S. Magnússon','Sævar Atli Magnússon',61,'Iceland',22.0,'Lyngby BK',2000.0
'T. Nakai','Takuhiro Nakai',61,'Japan',18.0,'Real Madrid CF',7000.0
'Afonso Freitas','Afonso Manuel Abreu Freitas',61,'Portugal',22.0,'Vitória de Guimarães',1000.0
'D. Rouyard','Davy Rouyard',61,'France',22.0,'FC Girondins de Bordeaux',950.0
'M. Camara','Mamadou Camara',61,'France',21.0,'US Quevilly Rouen Métropole',950.0
'M. Vesprini','Matías Vesprini',61,'Argentina',22.0,'CD Leganés',2000.0
'C. MacPherson','Cammy MacPherson',61,'Scotland',23.0,'St. Johnstone FC',1000.0
'J. Romaña','Jhohan Romaña',61,'Colombia',23.0,'Austin FC',1000.0
'M. Foulds','Matty Foulds',61,'England',24.0,'Bradford City',3000.0
'Y. Yakovenko','Yuriy Yakovenko',61,'Ukraine',28.0,'Hamarkameratene',1000.0
'J. Barreto','José Barreto',61,'Argentina',22.0,'Patronato',3000.0
'A. Singh','Amrinder Singh',61,'India',29.0,'Odisha FC',500.0
'V. Garofalo','Vincenzo Garofalo',61,'Italy',22.0,'Brescia',850.0
'D. Rivas','Daniel Rivas',61,'Paraguay',20.0,'Club Cerro Porteño',500.0
'J. Affamah','Joe-Loïc Affamah',61,'France',20.0,'FC Nantes',4000.0
'N. Karic','Nermin Karic',61,'Sweden',22.0,'Benevento',850.0
'M. Gallegos','Matías Gallegos',61,'Argentina',25.0,'Unión de Santa Fe',3000.0
'U. Bertelli','Ugo Bertelli',61,'France',18.0,'Olympique de Marseille',2000.0
'T. Tamas','Thibault Tamas',61,'France',21.0,'Montpellier Hérault SC',3000.0
'S. Hart','Sam Hart',61,'England',25.0,'Sutton United',2000.0
'M. Kenlock','Myles Kenlock',61,'England',25.0,'Barrow',2000.0
'J. Waite','James Waite',61,'Wales',23.0,'Newport County',3000.0
'B. Palacios','Brahian Palacios',61,'Colombia',19.0,'Atlético Nacional',550.0
'J. Tånnander','Jakob Tånnander',61,'Sweden',21.0,'HJK Helsinki',500.0
'E. Krasniqi','Erolind Krasniqi',61,'Kosovo',22.0,'Rot-Weiß Essen',1000.0
'F. Waleed','Falah Waleed',61,'United Arab Emirates',23.0,'Al Ain FC',500.0
'E. Gedikli','Emrehan Gedikli',61,'Germany',19.0,'Trabzonspor',4000.0
'K. Opseth','Kristian Opseth',61,'Norway',32.0,'Sarpsborg 08 FF',1000.0
'G. Balzi','Guillermo Balzi',61,'Argentina',20.0,'Newell''s Old Boys',2000.0
'A. Lastra','Agustín Lastra',61,'Argentina',21.0,'Club Atlético Aldosivi',1000.0
'M. Natta','Mark Natta',61,'Australia',19.0,'Newcastle Jets',500.0
'S. Jaurena','Sebastián Jaurena',61,'Argentina',22.0,'Unión de Santa Fe',2000.0
'G. Dahl','Gustav Dahl',61,'Denmark',26.0,'Silkeborg IF',2000.0
'I. El Maach','Issam El Maach',61,'Morocco',22.0,'FC Twente',1000.0
'O. Acosta','Onel Acosta',61,'Colombia',22.0,'Deportivo Cali',650.0
'A. Pressley','Aaron Pressley',61,'Scotland',20.0,'Brentford',6000.0
'A. Smith','Alistair Smith',61,'England',23.0,'Sutton United',2000.0
'Y. Ayari','Yasin Ayari',61,'Sweden',18.0,'AIK',550.0
'M. Tounkara','Mamadou Tounkara',61,'France',20.0,'Vitória de Guimarães',1000.0
'F. Rawson','Farrend Rawson',61,'England',25.0,'Morecambe',1000.0
'M. Ehmer','Max Ehmer',61,'Germany',30.0,'Gillingham',2000.0
'R. Vucic','Romeo Vucic',61,'Austria',19.0,'FK Austria Wien',2000.0
'M. Skenderovic','Meris Skenderovic',61,'Montenegro',24.0,'TSV 1860 München',750.0
'H. Muñoz','Hernán Muñoz',61,'Chile',33.0,'Deportivo Ñublense',1000.0
'S. Quigley','Scott Quigley',61,'England',29.0,'Rochdale',3000.0
'C. Abastoflor','Carlos Mateo Abastoflor',61,'Bolivia',20.0,'Club Deportivo Guabirá',500.0
'L. Montero','Luis Montero',61,'Bolivia',22.0,'Club Deportivo Guabirá',500.0
'S. Roux','Storm Roux',61,'New Zealand',29.0,'Central Coast Mariners',600.0
'A. Kurdi','Amir Kurdi',61,'Saudi Arabia',30.0,'Al Wehda',4000.0
'T. Bloxham','Tom Bloxham',61,'England',18.0,'Shrewsbury Town',900.0
'Wang Ziming','Ziming Wang',61,'China PR',25.0,'Beijing Guoan FC',3000.0
'D. Gassama','Djeidi Gassama',61,'Mauritania',18.0,'KAS Eupen',950.0
'N. Sauter','Niklas Sauter',61,'Germany',19.0,'SC Freiburg II',500.0
'J. Vojtu','Jakub Vojtu',61,'Slovakia',28.0,'Rapid Bucure?ti',2000.0
'D. Kruse','David Kruse',61,'Denmark',20.0,'AC Horsens',2000.0
'B. Radulovic','Bojan Radulovic',61,'Serbia',22.0,'HJK Helsinki',500.0
'Feng Zhuoyi','Zhuoyi Feng',61,'China PR',33.0,'Chengdu Rongcheng F.C.',2000.0
'M. Taylor','Max Taylor',61,'England',22.0,'Rochdale',2000.0
'R. Hernández','Ricardo Hernández',61,'Venezuela',21.0,'Metropolitanos de Caracas FC',500.0
'L. Galarza','Lucas Galarza',61,'Paraguay',21.0,'Club Always Ready',500.0
'W. Jääskeläinen','Will Jääskeläinen',61,'Finland',23.0,'AFC Wimbledon',1000.0
'K. Mouanga','Kevin Mouanga',61,'France',21.0,'FC Annecy',700.0
'L. Barr','Lachlan Barr',61,'Australia',27.0,'Adelaide United',1000.0
'L. Fernández','Luciano Fernández',61,'Uruguay',20.0,'Club Atlético Peñarol',500.0
'M. Mokrzycki','Michal Mokrzycki',61,'Poland',24.0,'Wisla Plock',950.0
'J. Turner','Jake Turner',61,'England',23.0,'Gillingham',1000.0
'F. Valencia','Fredy Valencia',61,'Colombia',20.0,'LASK Linz',3000.0
'F. Genç','Faruk Can Genç',61,'Turkey',22.0,'GZT Giresunspor',2000.0
'A. Ementa','Anosike Ementa',61,'Denmark',20.0,'Aalborg BK',2000.0
'C. Casap','Carlo Casap',61,'Romania',23.0,'FC Farul Constan?a',2000.0
'B. Aburto','Baruj Aburto',61,'Peru',20.0,'Sport Boys',500.0
'F. Tebo Uchenna','Franklin Tebo Uchenna',61,'Nigeria',22.0,'BK Häcken',1000.0
'A. Smith','Adam Smith',61,'England',29.0,'Morecambe',1000.0
'Imanol Baz','Imanol Baz Berganza',61,'Spain',21.0,'Deportivo Alavés',1000.0
'R. Hepburn-Murphy','Rushian Hepburn-Murphy',61,'England',23.0,'Swindon Town',3000.0
'B. Maher','Brian Maher',61,'Republic of Ireland',21.0,'Derry City',500.0
'S. Sherring','Sam Sherring',61,'England',22.0,'Northampton Town',3000.0
'Y. Subasi','Yasir Subasi',61,'Turkey',26.0,'Ittifak Holding Konyaspor',3000.0
'S. Doucouré','Siriné Doucouré',61,'France',20.0,'FC Lorient',3000.0
'T. Romero','Tomás Romero',61,'El Salvador',21.0,'Los Angeles FC',700.0
'F. Herrera','Franco Herrera',61,'Argentina',18.0,'Newell''s Old Boys',500.0
'A. Greive','Alex Greive',61,'New Zealand',23.0,'St. Mirren',1000.0
'E. Célestine','Enzo Célestine',61,'France',24.0,'Campionii FC Arges',1000.0
'M. Karbstein','Malte Karbstein',61,'Germany',24.0,'SV Waldhof Mannheim 07',950.0
'B. Warland','Ben Warland',61,'Australia',25.0,'Adelaide United',1000.0
'M. Bu Sanda','Mohammed Bu Sanda',61,'United Arab Emirates',27.0,'Al Ain FC',500.0
'E. Holt','Erik Holt',61,'United States',25.0,'Real Salt Lake',1000.0
'R. Labonne','Ronny Labonne',61,'France',24.0,'Nîmes Olympique',1000.0
'J. Fazzini','Jacopo Fazzini',61,'Italy',19.0,'Empoli',1000.0
'D. Mboumbouni','Dylan Mboumbouni',61,'Central African Republic',26.0,'FK Jerv',800.0
'R. McArdle','Rory McArdle',61,'Northern Ireland',35.0,'Harrogate Town',1000.0
'O. Finney','Oliver Finney',61,'England',24.0,'Crewe Alexandra',2000.0
'A. Sotona','Ayodeji Sotona',61,'Republic of Ireland',19.0,'Kilmarnock',4000.0
'S. Gussiås','Sivert Gussiås',61,'Norway',22.0,'Sandefjord Fotball',850.0
'R. Koczor','Raphael Koczor',61,'Germany',33.0,'Rot-Weiß Essen',850.0
'J. Lima','Jonathan Lima',61,'Uruguay',23.0,'Club Atlético Peñarol',500.0
'J. Sierra','José Luis Sierra',61,'Chile',25.0,'Unión Española',1000.0
'L. Chambers','Luke Chambers',61,'England',36.0,'Colchester United',2000.0
'S. Sané','Sidi Sané',61,'Germany',19.0,'FC Schalke 04',2000.0
'R. Sánchez','Richard Sánchez',61,'Mexico',28.0,'LA Galaxy',1000.0
'G. Mogensen','Gustav Mogensen',61,'Denmark',21.0,'Sarpsborg 08 FF',800.0
'R. Schifferl','Raphael Schifferl',61,'Austria',22.0,'RZ Pellets Wolfsberger AC',2000.0
'I. Gurau','Ionu? Gurau',61,'Romania',23.0,'FC U Craiova 1948',1000.0
'M. Shabani','Meritan Shabani',61,'Germany',23.0,'Grasshopper Club Zürich',2000.0
'L. Jastremski','Lenn Jastremski',61,'Germany',21.0,'FC Erzgebirge Aue',750.0
'P. Ba','Pape Meissa Ba',61,'Senegal',24.0,'Grenoble Foot 38',1000.0
'Dudu','Eduardo Dos Santos Haesler',61,'Germany',23.0,'SV Werder Bremen',2000.0
'S. Power','Simon Power',61,'Republic of Ireland',24.0,'Shamrock Rovers',650.0
'J. Haliti','Jetmir Haliti',61,'Sweden',25.0,'Mjällby AIF',1000.0
'F. Seriki','Femi Seriki',61,'England',20.0,'Rochdale',3000.0
'B. Meredith','Bryan Meredith',61,'United States',32.0,'Nashville SC',1000.0
'C. Jennings','Connor Jennings',61,'England',30.0,'Stockport County',3000.0
'D. Balauru','Drago? Balauru',61,'Romania',32.0,'AFC UTA Arad',1000.0
'D. Franchi','Denis Franchi',61,'Italy',19.0,'Burnley',2000.0
'A. Kamardin','Aaron Kamardin',61,'Comoros',20.0,'Olympique de Marseille',4000.0
'P. Silfwer','Pontus Silfwer',61,'Sweden',30.0,'GIF Sundsvall',700.0
'D. Nlundulu','Dan Nlundulu',61,'England',23.0,'Cheltenham Town',8000.0
'B. Viunnyk','Bogdan Viunnyk',61,'Ukraine',20.0,'FC Zürich',500.0
'J. Brattberg','Johan Brattberg',61,'Sweden',25.0,'BK Häcken',950.0
'L. Qamili','Lirim Qamili',61,'Albania',24.0,'AC Horsens',2000.0
'H. Burgoyne','Harry Burgoyne',61,'England',25.0,'Shrewsbury Town',1000.0
'F. Bareiro','Francisco Bareiro',61,'Paraguay',22.0,'Metropolitanos de Caracas FC',500.0
'J. Tchamadeu','Junior Tchamadeu',61,'England',18.0,'Colchester United',750.0
'S. May','Stevie May',61,'Scotland',29.0,'St. Johnstone FC',2000.0
'R. Gall','Romain Gall',61,'United States',27.0,'Malmö FF',2000.0
'S. Bennett','Scot Bennett',61,'England',31.0,'Newport County',3000.0
'F. Asllani','Fisnik Asllani',61,'Germany',19.0,'TSG Hoffenheim',4000.0
'Cheng Yuelei','Yuelei Cheng',61,'China PR',34.0,'Guangzhou City',1000.0
'J. Murphy','Joe Murphy',61,'Republic of Ireland',40.0,'Tranmere Rovers',1000.0
'C. Saydee','Christian Saydee',61,'England',20.0,'Shrewsbury Town',6000.0
'G. Kobylak','Gabriel Kobylak',61,'Poland',20.0,'Radomiak Radom',900.0
'Barbu','Alejandro Barbudo Lorenzo',61,'Spain',21.0,'CD Mirandés',1000.0
'Kike Salas','Enrique Jesús Salas Valiente',61,'Spain',20.0,'Sevilla FC',3000.0
'K. Joseph','Kyle Joseph',61,'Scotland',20.0,'Oxford United',4000.0
'A. Danek','Adrian Danek',61,'Poland',27.0,'Korona Kielce',850.0
'V. Hakhamaneshi','Vafa Hakhamaneshi',61,'Iran',31.0,'Chennaiyin FC',500.0
'A. Al Bishi','Awn Al Bishi',61,'Saudi Arabia',23.0,'Al Taawoun',3000.0
'C. Alexander','Cheye Alexander',61,'England',27.0,'Gillingham',2000.0
'D. Martínez','Derlis Martínez',61,'Paraguay',22.0,'General Caballero (JLM)',500.0
'K. Yengi','Kusini Yengi',61,'Australia',23.0,'Western Sydney Wanderers',2000.0
'A. Stone','Aidan Stone',61,'England',22.0,'Port Vale',1000.0
'Lee Tae Suk','Tae Suk Lee',61,'Korea Republic',19.0,'FC Seoul',750.0
'A. Sampers','Aske Sampers',61,'Belgium',21.0,'KSV Cercle Brugge',2000.0
'C. McFadzean','Callum McFadzean',61,'Scotland',28.0,'Wrexham AFC',500.0
'T. Gomez','Tomas Gomez',61,'United States',29.0,'Real Salt Lake',1000.0
'J. Olowu','Joseph Olowu',61,'England',22.0,'Doncaster Rovers',3000.0
'David Argüelles','David Argüelles Álvarez',61,'Spain',20.0,'Real Sporting de Gijón',1000.0
'A. Salama','Amine Salama',61,'France',21.0,'Angers SCO',3000.0
'Zhang Chong','Chong Zhang',61,'China PR',34.0,'Dalian Professional Football Club',1000.0
'J. Ramírez','Jeizon Ramírez',61,'Venezuela',21.0,'Deportivo Táchira FC',500.0
'S. Flinders','Scott Flinders',61,'England',36.0,'Mansfield Town',2000.0
'Jin Yangyang','Yangyang Jin',61,'China PR',29.0,'Shanghai Shenhua FC',2000.0
'V. Gembalies','Vincent Gembalies',61,'Germany',22.0,'MSV Duisburg',1000.0
'J. Turi','Julian Turi',61,'Austria',20.0,'SV Ried',1000.0
'L. Rieß','Lasse Rieß',61,'Germany',20.0,'1. FSV Mainz 05',2000.0
'R. Gaffney','Rory Gaffney',61,'Republic of Ireland',32.0,'Shamrock Rovers',850.0
'Zheng Zhiyun','Zhiyun Zheng',61,'China PR',27.0,'Changchun Yatai FC',2000.0
'M. Oxley','Mark Oxley',61,'England',31.0,'Harrogate Town',1000.0
